id,quote,image,tag,likes,author
1997,Education: the path from cocky ignorance to miserable uncertainty.,https://images.gr-assets.com/authors/1322103868p2/1244.jpg,education,2723,Mark Twain
1998,You're the first Shadowhunter I've ever met.,https://images.gr-assets.com/authors/1270502031p2/150038.jpg,jace-lightwood,2722,Cassandra Clare
1999,"Magnus, standing by the door, snapped his fingers impatiently. Move it along, teenagers. The only person who gets to canoodle in my bedroom is my magnificent self.",https://images.gr-assets.com/authors/1270502031p2/150038.jpg,city-of-bones,2722,Cassandra Clare
2000,"I don't go out with strangers, I said.",https://images.gr-assets.com/authors/1390505291p2/2876763.jpg,fallen-angels,2721,Becca Fitzpatrick
2001,"You might want to lie down, Magnus advised. I find that it helps when the crushing sense of horrible realization sets in.",https://images.gr-assets.com/authors/1270502031p2/150038.jpg,humorous,2721,Cassandra Clare
2002,"It's going to be all right, sir, Harry said over and over again, more worried by Dumbledore's silence than he had been by his weakened voice. We're nearly there ... I can Apparate us both back ... don't worry ...",https://images.gr-assets.com/authors/1510435123p2/1077326.jpg,harry-potter,2721,J.K. Rowling
2003,"Trains are great dirty smoky things, said Will. You won't like it.",https://images.gr-assets.com/authors/1270502031p2/150038.jpg,humor,2719,Cassandra Clare
2004,The earth has its music for those who will listen,https://images.gr-assets.com/quotes/1485706007p2/96600.jpg,misattributed-george-santayana,2716,Reginald Vincent Holmes
2005,"When we are young, the words are scattered all around us. As they are assembled by experience, so also are we, sentence by sentence, until the story takes shape.",https://images.gr-assets.com/authors/1462224430p2/9388.jpg,athe-plague-of-dives,2714,Louise Erdrich
2006,"Youre dangerous, he says.",https://images.gr-assets.com/authors/1350327003p2/274533.jpg,romance,2713,Simone Elkeles
2007,"I must be a mermaid, Rango. I have no fear of depths and a great fear of shallow living.",https://images.gr-assets.com/authors/1468617897p2/7190.jpg,inspirational,2710,Anais Nin
2008,"The Very first moment I beheld him, my heart was irrevocably gone.",https://images.gr-assets.com/authors/1380085320p2/1265.jpg,romance,2708,Jane Austen
2009,"What a blessing it is to love books as I love them;- to be able to converse with the dead, and to live amidst the unreal!",https://images.gr-assets.com/authors/1293651286p2/234077.jpg,reading,2708,Thomas Babington Macaulay
2010,Everything must be made as simple as possible. But not simpler.,https://images.gr-assets.com/authors/1429114964p2/9810.jpg,paraphrased,2708,Albert Einstein
2011,Alec looked at her and shook his head. How do you manage never to get mud on your clothes?,https://images.gr-assets.com/authors/1270502031p2/150038.jpg,city-of-ashes,2707,Cassandra Clare
2012,I write to give myself strength. I write to be the characters that I am not. I write to explore all the things I'm afraid of.,https://images.gr-assets.com/authors/1302721520p2/18015.jpg,writing,2704,Joss Whedon
2013,"They say time heals all wounds, but that presumes the source of the grief is finite",https://images.gr-assets.com/authors/1270502031p2/150038.jpg,healing,2703,Cassandra Clare
2014,"If you have enough book space, I don't want to talk to you.",https://images.gr-assets.com/authors/1235562205p2/1654.jpg,shelves,2702,Terry Pratchett
2015,There is a crack in everything.,https://images.gr-assets.com/authors/1458346890p2/52060.jpg,light,2702,Leonard Cohen
2016,"No sight so sad as that of a naughty child, he began, especially a naughty little girl. Do you know where the wicked go after death?",https://images.gr-assets.com/authors/1335001351p2/1036615.jpg,hell,2701,Charlotte Brontë
2017,"I am not afraid of storms, for I am learning how to sail my ship.",https://images.gr-assets.com/authors/1200326665p2/1315.jpg,inspirational-ship-storms,2696,Louisa May Alcott
2018,"That's the thing about depression: A human being can survive almost anything, as long as she sees the end in sight. But depression is so insidious, and it compounds daily, that it's impossible to ever see the end.",https://images.gr-assets.com/authors/1209360163p2/4370.jpg,depression,2693,Elizabeth Wurtzel
2019,"To err is human, to forgive, divine.",https://images.gr-assets.com/authors/1206647570p2/25157.jpg,forgiveness,2690,Alexander Pope
2020,It's the job that's never started as takes longest to finish.,https://images.gr-assets.com/authors/1564399522p2/656983.jpg,gamgee,2687,J.R.R. Tolkien
2021,"The real voyage of discovery consists not in seeking new landscapes, but in having new eyes.",https://images.gr-assets.com/authors/1392271688p2/233619.jpg,travel,2687,Marcel Proust
2022,"The past is always tense, the future perfect.",https://images.gr-assets.com/authors/1478188567p2/2522.jpg,grammar,2686,Zadie Smith
2023,"And then something invisible snapped insider her, and that which had come together commenced to fall apart.",https://images.gr-assets.com/authors/1353452301p2/1406384.jpg,wise,2682,John Green
2024,Second star to the right and straight on 'til morning.,https://images.gr-assets.com/authors/1519029719p2/5255014.jpg,childhood-memory,2681,J.M. Barrie
2025,"Loneliness is the human condition. Cultivate it. The way it tunnels into you allows your soul room to grow. Never expect to outgrow loneliness. Never hope to find people who will understand you, someone to fill that space. An intelligent, sensitive person is the exception, the very great exception. If you expect to find people who will understand you, you will grow murderous with disappointment. The best you'll ever do is to understand yourself, know what it is that you want, and not let the cattle stand in your way.",https://images.gr-assets.com/authors/1202586900p2/3540.jpg,loneliness,2680,Janet Fitch
2026,"May it be a light to you in dark places, when all other lights go out.",https://images.gr-assets.com/authors/1564399522p2/656983.jpg,gift,2679,J.R.R. Tolkien
2027,"I think we ought to read only the kind of books that wound or stab us. If the book we're reading doesn't wake us up with a blow to the head, what are we reading for? So that it will make us happy, as you write? Good Lord, we would be happy precisely if we had no books, and the kind of books that make us happy are the kind we could write ourselves if we had to. But we need books that affect us like a disaster, that grieve us deeply, like the death of someone we loved more than ourselves, like being banished into forests far from everyone, like a suicide. A book must be the axe for the frozen sea within us. That is my belief.",https://images.gr-assets.com/authors/1569196898p2/5223.jpg,reading,2678,Franz Kafka
2028,"I learned that courage was not the absence of fear, but the triumph over it. The brave man is not he who does not feel afraid, but he who conquers that fear.",https://images.gr-assets.com/authors/1308928296p2/367338.jpg,courage,2678,Nelson Mandela
2029,I'm killing time while I wait for life to shower me with meaning and happiness.,https://images.gr-assets.com/authors/1374016829p2/13778.jpg,humor,2676,Bill Watterson
2030,"Laughter is wine for the soul - laughter soft, or loud and deep, tinged through with seriousness - the hilarious declaration made by man that life is worth living.",https://images.gr-assets.com/authors/1251317358p2/11582.jpg,laughter,2673,Sean O'Casey
2031,"I know it's wrong - God, it's all kinds of wrong - but I just want to lie down with you and wake up with you, just once, just once ever in my life.",https://images.gr-assets.com/authors/1270502031p2/150038.jpg,clary-fray,2671,Cassandra Clare
2032,"You should write because you love the shape of stories and sentences and the creation of different words on a page. Writing comes from reading, and reading is the finest teacher of how to write.",https://images.gr-assets.com/authors/1219720509p2/1262010.jpg,words,2671,Annie Proulx
2033,"If someone were to harm my family or a friend or somebody I love, I would eat them. I might end up in jail for 500 years, but I would eat them.",https://images.gr-assets.com/authors/1317565242p2/88280.jpg,love,2671,Johnny Depp
2034,I must learn to be content with being happier than I deserve.,https://images.gr-assets.com/authors/1380085320p2/1265.jpg,happiness,2671,Jane Austen
2035,Only a generation of readers will spawn a generation of writers.,https://images.gr-assets.com/authors/1205428805p2/174694.jpg,reading,2668,Steven Spielberg
2036,To shine your brightest light is to be who you truly are.,,being-yourself,2665,Roy T. Bennett
2037,Whenever you feel like criticizing any one...just remember that all the people in this world haven't had the advantages that you've had.,https://images.gr-assets.com/authors/1517864008p2/3190.jpg,thankful,2664,F. Scott Fitzgerald
2038,If you never did you should. These things are fun and fun is good.,https://images.gr-assets.com/authors/1193930952p2/61105.jpg,suess,2662,Dr. Seuss
2039,You never change your life until you step out of your comfort zone; change begins at the end of your comfort zone.,,change,2661,Roy T. Bennett
2040,"The man who passes the sentence should swing the sword. If you would take a man's life, you owe it to him to look into his eyes and hear his final words. And if you cannot bear to do that, then perhaps the man does not deserve to die.",https://images.gr-assets.com/authors/1563055799p2/346732.jpg,justice,2660,George R.R. Martin
2041,"This is how you do it: you sit down at the keyboard and you put one word after another until its done. It's that easy, and that hard.",https://images.gr-assets.com/authors/1234150163p2/1221698.jpg,writing,2660,Neil Gaiman
2042,Maybe our girlfriends are our soulmates and guys are just people to have fun with.,https://images.gr-assets.com/authors/1435063350p2/4415.jpg,humor,2660,Candace Bushnell
2043,"So many people walk around with a meaningless life. They seem half-asleep, even when they're busy doing things they think are important. This is because they're chasing the wrong things. The way you get meaning into your life is to devote yourself to loving others, devote yourself to your community around you, and devote yourself to creating something that gives you purpose and meaning.",https://images.gr-assets.com/authors/1368640552p2/2331.jpg,inspirational,2658,Mitch Albom
2044,You can only be young once. But you can always be immature.,,immature,2658,Pat  Monahan
2045,Anxiety is the dizziness of freedom.,https://images.gr-assets.com/authors/1202410387p2/6172.jpg,dizziness,2657,Søren Kierkegaard
2046,"To be fully seen by somebody, then, and be loved anyhow - this is a human offering that can border on miraculous.",https://images.gr-assets.com/authors/1440718929p2/11679.jpg,being-loved,2655,Elizabeth Gilbert
2047,"Once you have read a book you care about, some part of it is always with you.",https://images.gr-assets.com/authors/1343675199p2/858.jpg,inspirational,2651,Louis L'Amour
2048,Trees that are slow to grow bear the best fruit.,https://images.gr-assets.com/authors/1219168412p2/29837.jpg,patience,2649,Moliere
2049,The truth will set you free. But not until it is finished with you.,https://images.gr-assets.com/authors/1580514295p2/4339.jpg,truth,2649,David Foster Wallace
2050,"Ignore those that make you fearful and sad, that degrade you back towards disease and death.",https://images.gr-assets.com/authors/1217355543p2/875661.jpg,inspiration,2648,Rumi Jalalud-Din
2051,I have nothing to declare except my genius.,https://images.gr-assets.com/authors/1521044377p2/3565.jpg,humor,2648,Oscar Wilde
2052,"I wonder how many people don't get the one they want, but end up with the one they're supposed to be with.",https://images.gr-assets.com/authors/1549228041p2/6125.jpg,deep,2647,Fannie Flagg
2053,"When someone is in your heart, they're never truly gone. They can come back to you, even at unlikely times.",https://images.gr-assets.com/authors/1368640552p2/2331.jpg,love,2644,Mitch Albom
2054,All I have seen teaches me to trust the Creator for all I have not seen.,https://images.gr-assets.com/authors/1393555704p2/12080.jpg,experience,2643,Ralph Waldo Emerson
2055,The two hardest tests on the spiritual road are the patience to wait for the right moment and the courage not to be disappointed with what we encounter.,https://images.gr-assets.com/authors/1201840056p2/566.jpg,courage,2642,Paulo Coelho
2056,It's hard to enjoy practical jokes when your whole life feels like one.,https://images.gr-assets.com/authors/1383677264p2/15872.jpg,humor,2641,Rick Riordan
2057,All happiness depends on courage and work.,https://images.gr-assets.com/authors/1206567834p2/228089.jpg,happiness,2641,Honoré de Balzac
2058,"Sometimes the Bible in the hand of one man is worse than a whisky bottle in the hand of (another)... There are just some kind of men who - who're so busy worrying about the next world they've never learned to live in this one, and you can look down the street and see the results.",https://images.gr-assets.com/authors/1188820730p2/1825.jpg,god,2641,Harper Lee
2059,Holding anger is a poison...It eats you from inside...We think that by hating someone we hurt them...But hatred is a curved blade...and the harm we do to others...we also do to ourselves.,https://images.gr-assets.com/authors/1368640552p2/2331.jpg,ruby-anger,2641,Mitch Albom
2060,"They're certainly entitled to think that, and they're entitled to full respect for their opinions... but before I can live with other folks I've got to live with myself. The one thing that doesn't abide by majority rule is a person's conscience.",https://images.gr-assets.com/authors/1188820730p2/1825.jpg,integrity,2641,Harper Lee
2061,"You could say sorry, suggested Harry bluntly.",https://images.gr-assets.com/authors/1510435123p2/1077326.jpg,humor-mustache,2641,J.K. Rowling
2062,"If you're texting Magnus to say 'I think u r kewl,' I'm going to kill you.",https://images.gr-assets.com/authors/1270502031p2/150038.jpg,city-of-ashes,2640,Cassandra Clare
2063,"I know how devastated you must be to miss me, but leave a message, and I'll try to ease your agony",https://images.gr-assets.com/authors/1270374609p2/137902.jpg,adrian-ivashkov,2640,Richelle Mead
2064,Sometimes love means letting go when you want to hold on tighter.,https://images.gr-assets.com/authors/1556828699p2/175855.jpg,love,2640,Melissa Marr
2065,Be thankful for everything that happens in your life; its all an experience.,,gratitude,2638,Roy T. Bennett
2066,I'm happy. Which often looks like crazy.,https://images.gr-assets.com/authors/1335646977p2/55111.jpg,happiness,2637,David Henry Hwang
2067,"In your light I learn how to love. In your beauty, how to make poems. You dance inside my chest where no-one sees you, but sometimes I do, and that sight becomes this art.",https://images.gr-assets.com/authors/1217355543p2/875661.jpg,love,2637,Rumi
2068,"Do not let the memories of your past limit the potential of your future. There are no limits to what you can achieve on your journey through life, except in your mind.",,inspiration,2636,Roy T. Bennett
2069,"Therefore, dear Sir, love your solitude and try to sing out with the pain it causes you. For those who are near you are far away... and this shows that the space around you is beginning to grow vast.... be happy about your growth, in which of course you can't take anyone with you, and be gentle with those who stay behind; be confident and calm in front of them and don't torment them with your doubts and don't frighten them with your faith or joy, which they wouldn't be able to comprehend. Seek out some simple and true feeling of what you have in common with them, which doesn't necessarily have to alter when you yourself change again and again; when you see them, love life in a form that is not your own and be indulgent toward those who are growing old, who are afraid of the aloneness that you trust.... and don't expect any understanding; but believe in a love that is being stored up for you like an inheritance, and have faith that in this love there is a strength and a blessing so large that you can travel as far as you wish without having to step outside it.",https://images.gr-assets.com/authors/1493785350p2/7906.jpg,change,2633,Rainer Maria Rilke
2070,"Atticus, he was real nice.",https://images.gr-assets.com/authors/1188820730p2/1825.jpg,inspirational,2633,Harper Lee
2071,There is more than one way to burn a book. And the world is full of people running about with lit matches.,https://images.gr-assets.com/authors/1445955959p2/1630.jpg,censorship,2632,Ray Bradbury
2072,Gus: It tastes like...,https://images.gr-assets.com/authors/1353452301p2/1406384.jpg,tfios,2631,John Green
2073,Wanting to be someone else is a waste of the person you are.,https://images.gr-assets.com/authors/1436929110p2/82952.jpg,misattributed,2631,Marilyn Monroe
2074,"Literature is a textually transmitted disease, normally contracted in childhood.",https://images.gr-assets.com/authors/1413465729p2/5989.jpg,disease,2631,Jane Yolen
2075,"Be thankful for what you have; you'll end up having more. If you concentrate on what you don't have, you will never, ever have enough",https://images.gr-assets.com/authors/1354837955p2/3518.jpg,contentment,2631,Oprah Winfrey
2076,The best way to cheer yourself is to try to cheer someone else up.,https://images.gr-assets.com/authors/1322103868p2/1244.jpg,happiness,2630,Mark Twain
2077,"All good books are alike in that they are truer than if they had really happened and after you are finished reading one you will feel that all that happened to you and afterwards it all belongs to you: the good and the bad, the ecstasy, the remorse and sorrow, the people and the places and how the weather was. If you can get so that you can give that to people, then you are a writer.",https://images.gr-assets.com/authors/1574217836p2/1455.jpg,good-books,2630,Ernest Hemingway
2078,"If books could have more, give more, be more, show more, they would still need readers who bring to them sound and smell and light and all the rest that cant be in books.",https://images.gr-assets.com/authors/1309159225p2/18.jpg,books,2628,Gary Paulsen
2079,Don't cry over someone who wouldn't cry over you.,https://images.gr-assets.com/authors/1276283295p2/1980985.jpg,heartache,2627,Lauren Conrad
2080,I got schooled this year,https://images.gr-assets.com/authors/1464032240p2/5430144.jpg,slammed,2625,Colleen Hoover
2081,If death meant just leaving the stage long enough to change costume and come back as a new character...Would you slow down? Or speed up?,https://images.gr-assets.com/authors/1391203076p2/2546.jpg,death,2623,Chuck Palahniuk
2082,"Whatever you are physically...male or female, strong or weak, ill or healthy--all those things matter less than what your heart contains. If you have the soul of a warrior, you are a warrior. All those other things, they are the glass that contains the lamp, but",https://images.gr-assets.com/authors/1270502031p2/150038.jpg,clockwork-angel,2620,Cassandra Clare
2083,The major problem,https://images.gr-assets.com/authors/1189120061p2/4.jpg,hg2g,2619,Douglas Adams
2084,The future depends on what you do today.,https://images.gr-assets.com/authors/1356810912p2/5810891.jpg,carpe-diem,2618,Mahatma Gandhi
2085,"Heaven knows we need never be ashamed of our tears, for they are rain upon the blinding dust of earth, overlying our hard hearts. I was better after I had cried, than before--more sorry, more aware of my own ingratitude, more gentle.",https://images.gr-assets.com/authors/1387078070p2/239579.jpg,heartfelt,2617,Charles Dickens
2086,The only truth is music.,https://images.gr-assets.com/authors/1544568646p2/1742.jpg,truth,2616,Jack Kerouac
2087,A well-composed book is a magic carpet on which we are wafted to a world that we cannot enter in any other way.,,imagination,2615,Caroline Gordon
2088,Books serve to show a man that those original thoughts of his aren't very new after all.,https://images.gr-assets.com/authors/1198518158p2/229.jpg,originality,2614,Abraham Lincoln
2089,"Dreams are always crushing when they don't come true. But it's the simple dreams that are often the most painful because they seem so personal, so reasonable, so attainable. You're always close enough to touch, but never quite close enough to hold and it's enough to break your heart.",https://images.gr-assets.com/authors/1468247396p2/2345.jpg,life-dreams,2613,Nicholas Sparks
2090,"I don't mind making jokes, but I don't want to look like one.",https://images.gr-assets.com/authors/1436929110p2/82952.jpg,jokes,2611,Marilyn Monroe
2091,Your silence will not protect you.,https://images.gr-assets.com/authors/1507572634p2/18486.jpg,silence,2611,Audre Lorde
2092,"When I say it's you I like, I'm talking about that part of you that knows that life is far more than anything you can ever see or hear or touch. That deep part of you that allows you to stand for those things without which humankind cannot survive. Love that conquers hate, peace that rises triumphant over war, and justice that proves more powerful than greed.",https://images.gr-assets.com/authors/1208803867p2/32106.jpg,friendship,2610,Fred Rogers
2093,"Parents can only give good advice or put them on the right paths, but the final forming of a person's character lies in their own hands.",https://images.gr-assets.com/authors/1343271406p2/3720.jpg,innocence,2608,Anne Frank
2094,The past is never where you think you left it.,https://images.gr-assets.com/authors/1245828857p2/74572.jpg,past,2607,Katherine Anne Porter
2095,"make a radical change in your lifestyle and begin to boldly do things which you may previously never have thought of doing, or been too hesitant to attempt. So many people live within unhappy circumstances and yet will not take the initiative to change their situation because they are conditioned to a life of security, conformity, and conservation, all of which may appear to give one peace of mind, but in reality nothing is more damaging to the adventurous spirit within a man than a secure future. The very basic core of a man's living spirit is his passion for adventure. The joy of life comes from our encounters with new experiences, and hence there is no greater joy than to have an endlessly changing horizon, for each day to have a new and different sun. If you want to get more out of life, you must lose your inclination for monotonous security and adopt a helter-skelter style of life that will at first appear to you to be crazy. But once you become accustomed to such a life you will see its full meaning and its incredible beauty.",https://images.gr-assets.com/authors/1430856379p2/1235.jpg,life,2607,Jon Krakauer
2096,"When the snows fall and the white winds blow, the lone wolf dies but the pack survives.",https://images.gr-assets.com/authors/1563055799p2/346732.jpg,loneliness,2606,George R.R. Martin
2097,"If you want to get laid, go to college. If you want an education, go to the library.",https://images.gr-assets.com/authors/1315160559p2/22302.jpg,sex,2606,Frank Zappa
2098,"Absence diminishes small loves and increases great ones, as the wind blows out the candle and fans the bonfire.",https://images.gr-assets.com/authors/1410969118p2/7428903.jpg,love,2605,Francois Duc de la Rochefoucauld
2099,"Time doesnt heal emotional pain, you need to learn how to let go.",,inspiration,2604,Roy T. Bennett
2100,"Reality doesn't impress me. I only believe in intoxication, in ecstasy, and when ordinary life shackles me, I escape, one way or another. No more walls.",https://images.gr-assets.com/authors/1468617897p2/7190.jpg,escape,2604,Anaïs Nin
2101,"Freeing yourself was one thing, claiming ownership of that freed self was another.",https://images.gr-assets.com/authors/1494211316p2/3534.jpg,self,2604,Toni Morrison
2102,"In one aspect, yes, I believe in ghosts, but we create them. We haunt ourselves.",https://images.gr-assets.com/authors/1563830499p2/10003.jpg,haunt,2602,Laurie Halse Anderson
2103,Have you tried talking to her?,https://images.gr-assets.com/authors/1270502031p2/150038.jpg,humor-sarcasm,2602,Cassandra Clare
2104,"A mother is the truest friend we have, when trials heavy and sudden fall upon us; when adversity takes the place of prosperity; when friends desert us; when trouble thickens around us, still will she cling to us, and endeavor by her kind precepts and counsels to dissipate the clouds of darkness, and cause peace to return to our hearts.",https://images.gr-assets.com/authors/1218187394p2/28525.jpg,mother,2601,Washington Irving
2105,"We do not believe in ourselves until someone reveals that deep inside us something is valuable, worth listening to, worthy of our trust, sacred to our touch. Once we believe in ourselves we can risk curiosity, wonder, spontaneous delight or any experience that reveals the human spirit.",https://images.gr-assets.com/authors/1512865727p2/10547.jpg,inspirational-human-spirit,2601,E.E. Cummings
2106,True love is usually the most inconvenient kind.,https://images.gr-assets.com/authors/1318605410p2/2987125.jpg,love,2598,Kiera Cass
2107,Um...is that thing,https://images.gr-assets.com/authors/1383677264p2/15872.jpg,silly-chinese-canadian-baby-man,2598,Rick Riordan
2108,"If you stay, I'll do whatever you want. I'll quit the band, go with you to New York. But if you need me to go away, I'll do that, too. I was talking to Liz and she said maybe coming back to your old life would be too painful, that maybe it'd be easier for you to erase us. And that would suck, but I'd do it. I can lose you like that if I don't lose you today. I'll let you go. If you stay.",https://images.gr-assets.com/authors/1472502468p2/295178.jpg,life,2598,Gayle Forman
2109,Children begin by loving their parents; as they grow older they judge them; sometimes they forgive them.,https://images.gr-assets.com/authors/1521044377p2/3565.jpg,parents,2597,Oscar Wilde
2110,Intelligence plus character-that is the goal of true education.,https://images.gr-assets.com/authors/1198518558p2/23924.jpg,education,2595,Martin Luther King Jr.
2111,"Have you ever lost someone you love and wanted one more conversation, one more chance to make up for the time when you thought they would be here forever? If so, then you know you can go your whole life collecting days, and none will outweigh the one you wish you had back.",https://images.gr-assets.com/authors/1368640552p2/2331.jpg,loss,2590,Mitch Albom
2112,"People tend to complicate their own lives, as if living weren't already complicated enough.",https://images.gr-assets.com/authors/1444199853p2/815.jpg,life-lessons,2589,Carlos Ruiz Zafón
2113,"But I didn't understand then. That I could hurt somebody so badly she would never recover. That a person can, just by living, damage another human being beyond repair.",https://images.gr-assets.com/authors/1539035376p2/3354.jpg,depressing,2588,Haruki Murakami
2114,"We're staying together, he promised. You're not getting away from me. Never again.",https://images.gr-assets.com/authors/1383677264p2/15872.jpg,emotion,2587,Rick Riordan
2115,Books are no more threatened by Kindle than stairs by elevators.,https://images.gr-assets.com/authors/1400162446p2/10917.jpg,e-readers,2587,Stephen Fry
2116,Sometimes you have to lose all you have to find out who you truly are.,,inspiration,2585,Roy T. Bennett
2117,"You deal with mythological stuff for a few years, you learn that paradises are usually places where you get killed.",https://images.gr-assets.com/authors/1383677264p2/15872.jpg,mythological,2585,Rick Riordan
2118,The earth laughs in flowers.,https://images.gr-assets.com/authors/1393555704p2/12080.jpg,laughter,2585,Ralph Waldo Emerson
2119,"...you know that a good, long session of weeping can often make you feel better, even if your circumstances have not changed one bit.",https://images.gr-assets.com/authors/1199734355p2/36746.jpg,crying,2584,Lemony Snicket
2120,Nothing takes the taste out of peanut butter quite like unrequited love.,https://images.gr-assets.com/authors/1198590750p2/209672.jpg,love,2582,Charles M. Schulz
2121,"We dream to give ourselves hope. To stop dreaming - well, thats like saying you can never change your fate.",https://images.gr-assets.com/authors/1437607346p2/5246.jpg,fate,2581,Amy Tan
2122,"I guess that's what saying good-bye is always like--like jumping off an edge. The worst part is making the choice to do it. Once you're in the air, there's nothing you can do but let go.",https://images.gr-assets.com/authors/1416335442p2/2936493.jpg,young-adult-fiction,2580,Lauren Oliver
2123,"Everything we hear is an opinion, not a fact. Everything we see is a perspective, not the truth.",https://images.gr-assets.com/authors/1430676293p2/17212.jpg,truth,2580,Marcus Aurelius
2124,A man's face is his autobiography. A woman's face is her work of fiction.,https://images.gr-assets.com/authors/1521044377p2/3565.jpg,men,2578,Oscar Wilde
2125,"Ive been fighting to be who I am all my life. Whats the point of being who I am, if I cant have the person who was worth all the fighting for?",,funny,2575,Stephanie Lennox
2126,"The things you used to own, now they own you.",https://images.gr-assets.com/authors/1391203076p2/2546.jpg,things,2575,Chuck Palahniuk
2127,"Can you surf really well, then?",https://images.gr-assets.com/authors/1383677264p2/15872.jpg,athena,2573,Rick Riordan
2128,You only live twice:,https://images.gr-assets.com/authors/1364532740p2/2565.jpg,haiku,2572,Ian Fleming
2129,"If, then, I were asked for the most important advice I could give, that which I considered to be the most useful to the men of our century, I should simply say: in the name of God, stop a moment, cease your work, look around you.",https://images.gr-assets.com/authors/1558279485p2/128382.jpg,awareness,2571,Leo Tolstoy
2130,I want to be in a relationship where you telling me you love me is just a ceremonious validation of what you already show me.,https://images.gr-assets.com/authors/1574364064p2/4491185.jpg,being-loved,2571,Steve Maraboli
2131,"I am too intelligent, too demanding, and too resourceful for anyone to be able to take charge of me entirely. No one knows me or loves me completely. I have only myself",https://images.gr-assets.com/authors/1555042345p2/5548.jpg,feminism,2571,Simone de Beauvoir
2132,"there are two types of people in the world: those who prefer to be sad among others, and those who prefer to be sad alone.",https://images.gr-assets.com/authors/1285130428p2/2633.jpg,sad,2570,Nicole Krauss
2133,"With enough courage, you can do without a reputation.",https://images.gr-assets.com/authors/1185481392p2/11081.jpg,reputation,2570,Margaret Mitchell
2134,"We can't be afraid of change. You may feel very secure in the pond that you are in, but if you never venture out of it, you will never know that there is such a thing as an ocean, a sea. Holding onto something that is good for you now, may be the very reason why you don't have something better.",https://images.gr-assets.com/authors/1501913788p2/4114218.jpg,changes,2569,C. JoyBell C.
2135,No one ever told me that grief felt so like fear.,https://images.gr-assets.com/authors/1564671804p2/1069006.jpg,grief,2567,C.S. Lewis
2136,"to love life, to love it even",https://images.gr-assets.com/authors/1452839679p2/73434.jpg,hope,2565,Ellen Bass
2137,"Imagination is like a muscle. I found out that the more I wrote, the bigger it got.",https://images.gr-assets.com/authors/1234714074p2/10089.jpg,writing,2562,Philip José Farmer
2138,Fashion is a form of ugliness so intolerable that we have to alter it every six months.,https://images.gr-assets.com/authors/1521044377p2/3565.jpg,fashion,2562,Oscar Wilde
2139,"If you have the words, there's always a chance that you'll find the way.",https://images.gr-assets.com/authors/1200407647p2/29574.jpg,finding-your-voice,2561,Seamus Heaney
2140,There are moments when troubles enter our lives and we can do nothing to avoid them.,https://images.gr-assets.com/authors/1201840056p2/566.jpg,wisdom,2560,Paulo Coelho
2141,What's up? I asked.,https://images.gr-assets.com/authors/1270374609p2/137902.jpg,humor,2559,Richelle Mead
2142,"Stop comparing yourself to other people, just choose to be happy and live your own life.",,inspiration,2557,Roy T. Bennett
2143,Even,,love,2557,Hafiz
2144,So light a fire! Harry choked. Yes...of course...but there's no wood! ...,https://images.gr-assets.com/authors/1510435123p2/1077326.jpg,witch,2556,J.K. Rowling
2145,"He died not for men, but for each man. If each man had been the only man made, He would have done no less.",https://images.gr-assets.com/authors/1564671804p2/1069006.jpg,religion,2556,C.S. Lewis
2146,Being with you never felt wrong. It's the one thing I did right. You're the one thing I did right.,https://images.gr-assets.com/authors/1390505291p2/2876763.jpg,love,2555,Becca Fitzpatrick
2147,Incredible change happens in your life when you decide to take control of what you do have power over instead of craving control over what you don't.,https://images.gr-assets.com/authors/1574364064p2/4491185.jpg,control,2553,Steve Maraboli
2148,Name the greatest of all inventors. Accident.,https://images.gr-assets.com/authors/1322103868p2/1244.jpg,inventing-humor,2553,Mark Twain
2149,"Well, she's not responding to my advances, he observed more brightly than he felt, so she must be dead.",https://images.gr-assets.com/authors/1270502031p2/150038.jpg,clockwork-angel,2551,Cassandra Clare
2150,"I say let the world go to hell, but I should always have my tea.",https://images.gr-assets.com/authors/1506003555p2/3137322.jpg,individualism,2551,Fyodor Dostoevsky
2151,"We are each our own devil, and we make this world our hell.",https://images.gr-assets.com/authors/1521044377p2/3565.jpg,hell,2549,Oscar Wilde
2152,You are okay? he asked. Not eaten by monsters?,https://images.gr-assets.com/authors/1383677264p2/15872.jpg,olympians,2548,Rick Riordan
2153,"Anybody can sympathise with the sufferings of a friend, but it requires a very fine nature to sympathise with a friend's success.",https://images.gr-assets.com/authors/1521044377p2/3565.jpg,friendship,2547,Oscar Wilde
2154,"To-morrow, and to-morrow, and to-morrow,",https://images.gr-assets.com/authors/1424313573p2/947.jpg,inspirational,2546,William Shakespeare
2155,You are not rich until you have a rich heart.,,inspiration,2545,Roy T. Bennett
2156,Will rolled up his sleeves. We'll probably have to knock down the door--,https://images.gr-assets.com/authors/1270502031p2/150038.jpg,clockwork-angel,2545,Cassandra Clare
2157,I decided it is better to scream. Silence is the real crime against humanity.,https://images.gr-assets.com/authors/1278457514p2/61637.jpg,voice,2544,Nadezhda Mandelstam
2158,"When you trip over love, it is easy to get up. But when you fall in love, it is impossible to stand again.",https://images.gr-assets.com/authors/1429114964p2/9810.jpg,love,2544,Albert Einstein
2159,"Many people will walk in and out of your life, but only true friends will leave footprints in your heart",https://images.gr-assets.com/authors/1536173756p2/44566.jpg,friends,2544,Eleanor Roosevelt
