id,quote,image,tag,likes,author
9536,"Music is crucial. Beyond no way can I overstress this fact. Let's say you're southbound on the interstate, cruising alone in the middle lane, listening to AM radio. Up alongside comes a tractor trailer of logs or concrete pipe, a tie-down strap breaks, and the load dumps on top of your little sheetmetal ride. Crushed under a world of concrete, you're sandwiched like so much meat salad between layers of steel and glass. In that last, fast flutter of your eyelids, you looking down that long tunnel toward the bright God Light and your dead grandma walking up to hug you--do you want to be hearing another radio commercial for a mega, clearance, closeout, blow-out liquidation car-stereo sale?",https://images.gr-assets.com/authors/1391203076p2/2546.jpg,humor,234,Chuck Palahniuk
9537,Men seldom make passes at girls who wear glasses.,https://images.gr-assets.com/authors/1188820565p2/24956.jpg,humor,227,Dorothy Parker
9538,I have a great mind to believe in Christianity for the mere pleasure of fancying I may be damned.,https://images.gr-assets.com/authors/1568147647p2/44407.jpg,belief,212,Lord Byron
9539,"i told you he'd freak out, she siad. didn't i?",https://images.gr-assets.com/authors/1270502031p2/150038.jpg,humor,204,Cassandra Clare
9540,"If toast always lands butter-side down, and cats always land on their feet, what happens if you strap toast on the back of a cat and drop it?",https://images.gr-assets.com/authors/1347482080p2/181771.jpg,humor,196,Steven Wright
9541,"You know how spooky Ashwini is. She called an hour ago to tell me she has a secret stash of handheld grenade launchers she thought I might want to know about. My response was, 'What the fuck?",https://images.gr-assets.com/authors/1423312512p2/71688.jpg,humor,192,Nalini Singh
9542,Librarians are the secret masters of the world. They control information. Don't ever piss one off.,https://images.gr-assets.com/authors/1248450944p2/19317.jpg,librarians,186,Spider Robinson
9543,"An old battleax of a woman said to Winston Churchill, If you were my husband I would put poison in your tea. Churchill's response, Ma'am if you were my wife I would drink it.",https://images.gr-assets.com/authors/1306133803p2/14033.jpg,humor,185,Winston S. Churchill
9544,The length of a film should be directly related to the endurance of the human bladder.,https://images.gr-assets.com/authors/1208725187p2/9420.jpg,humor,179,Alfred Hitchcock
9545,"How can a person deal with anxiety? You might try what one fellow did. He worried so much that he decided to hire someone to do his worrying for him. He found a man who agreed to be his hired worrier for a salary of $200,000 per year. After the man accepted the job, his first question to his boss was, Where are you going to get $200,000 per year? To which the man responded, That's your worry.",https://images.gr-assets.com/authors/1493056226p2/2737.jpg,humor,176,Max Lucado
9546,"It is the iron. Grimalkin picked his way over a puddle, then leaped atop a fallen tree, shaking out his paws.This close to the false king's realm, his influence is stronger that ever. It will be worse once you are actually within its borders.",https://images.gr-assets.com/authors/1257816454p2/2995873.jpg,humor,175,Julie Kagawa
9547,Every time you come in yelling that God damn,https://images.gr-assets.com/authors/1206504901p2/7751.jpg,humor,167,Tennessee Williams
9548,"The essence of Christianity is told us in the Garden of Eden history. The fruit that was forbidden was on the tree of knowledge. The subtext is, 'All the suffering you have is because you wanted to find out what was going on. You could be in the Garden of Eden if you had just kept your fucking mouth shut and hadn't asked any questions.",https://images.gr-assets.com/authors/1315160559p2/22302.jpg,conservative,163,Frank Zappa
9549,"Can't stand all these poisonous creatures, all these snakes and insects and fish and things. Wretched things, biting everybody. And then people expect me to tell them what to do about it. I'll tell them what to do. Don't get bitten in the first place. (quoting Dr. Struan Sutherland)",https://images.gr-assets.com/authors/1189120061p2/4.jpg,inspirational,162,Douglas Adams
9550,"She'll be back, Ranger said. But not tonight.",https://images.gr-assets.com/authors/1478729372p2/2384.jpg,ranger,159,Janet Evanovich
9551,What's this about?,https://images.gr-assets.com/authors/1581848751p2/48192.jpg,humor,157,Gena Showalter
9552,You want to change? Lose the bitch. Be nicer to people. Stop telling them to bite you and threatening to kick them until they're dead.,https://images.gr-assets.com/authors/1272347364p2/14577.jpg,humor,156,Jen Lancaster
9553,"Christmas crept into Pine Cove like a creeping Christmas thing: dragging garland, ribbon, and sleigh bells, oozing eggnog, reeking of pine, and threatening festive doom like a cold sore under the mistletoe.",https://images.gr-assets.com/authors/1460399391p2/16218.jpg,humor,154,Christopher Moore
9554,My bookcase is all yours.,https://images.gr-assets.com/authors/1450586450p2/5027236.jpg,comics,152,Kasie West
9555,"In a series of events, all of which had been a bit thick, this, in his opinion, achieved the maximum of thickness.",https://images.gr-assets.com/authors/1198684105p2/7963.jpg,humor,147,P.G. Wodehouse
9556,Computers are like Old Testament gods; lots of rules and no mercy.,https://images.gr-assets.com/authors/1429114498p2/20105.jpg,gods,145,Joseph Campbell
9557,"Ive had a tense couple of days. And Ive got to tell you, burning someones face off sounds like a great way to relax.",https://images.gr-assets.com/authors/1400640324p2/10746.jpg,humor,145,Jim Butcher
9558,"A big leather-bound volume makes an ideal razorstrap. A thing book is useful to stick under a table with a broken caster to steady it. A large, flat atlas can be used to cover a window with a broken pane. And a thick, old-fashioned heavy book with a clasp is the finest thing in the world to throw at a noisy cat.",https://images.gr-assets.com/authors/1322103868p2/1244.jpg,humor,144,Mark Twain
9559,"My beard grows down to my toes,",https://images.gr-assets.com/authors/1201029128p2/435477.jpg,humor,143,Shel Silverstein
9560,"Kami said, I want you to go in there and vamp that receptionist.",https://images.gr-assets.com/authors/1254149255p2/836009.jpg,humor,141,Sarah Rees Brennan
9561,"First Pallas and now you, the gray-haired man said, shaking his head at Nick. Its like Im running a goddamn dating service around here.",https://images.gr-assets.com/authors/1488819420p2/1647762.jpg,mike-davis,139,Julie James
9562,"We're taught that in life, we should try to look on the bright side. Not in this case. In this case, assume rejection first. Assume you're the rule, not the exception. It's liberating. But we also know it's not an easy concept. -He's not just into you",https://images.gr-assets.com/authors/1331400965p2/6842.jpg,greg-behrendt,372,Greg Behrendt
9563,"Principled hate is a hell of a lot stronger than Boy, I wish you hadn't mummified me and thrown me into the lake hate.",https://images.gr-assets.com/authors/1353452301p2/1406384.jpg,humor,238,John Green
9564,"Before I could lose my courage, I said, Don't I get a kiss for luck? It's kind of a tradition, right?",https://images.gr-assets.com/authors/1383677264p2/15872.jpg,kiss,234,Rick Riordan
9565,"Mulling this over, Vlad wiped her lip gloss from his lips with the back of his hand.Vampires, after all, didn't sparkle.",https://images.gr-assets.com/authors/1472827934p2/293603.jpg,humor,213,Heather Brewer
9566,"The sh*t's gonna splatter, start buggin, yo...",https://images.gr-assets.com/authors/1310062695p2/669810.jpg,cat,199,Jeaniene Frost
9567,"Yo, beautiful. Come pop this collar off me.",https://images.gr-assets.com/authors/1328377628p2/4428.jpg,funny,178,Kresley Cole
9568,"An untied shoelace can be dangerous,' he said.",https://images.gr-assets.com/authors/1521215464p2/165168.jpg,humor,166,Derek Landy
9569,"Lastly, she pictured to herself how this same little sister of hers would, in the after-time, be herself a grown woman; and how she would keep, through all her riper years, the simple and loving heart of her childhood: and how she would gather about her other little children, and make their eyes bright and eager with many a strange tale, perhaps even with the dream of Wonderland of long ago: and how she would feel with all their simple sorrows, and find a pleasure in all their simple joys, remembering her own child-life, and the happy summer days.",https://images.gr-assets.com/authors/1571554989p2/8164.jpg,fantasy-literature,165,Lewis Carroll
9570,Familiarity breeds contempt and children.,https://images.gr-assets.com/authors/1322103868p2/1244.jpg,humor,164,Mark Twain
9571,"I'll go, he said.",https://images.gr-assets.com/authors/1287095452p2/119376.jpg,humour,162,Gemma Halliday
9572,Sex is like air; it's not important unless you aren't getting any.,,humor,162,John Callahan
9573,"But with dogs, we do have bad dog. Bad dog exists. Bad dog! Bad dog! Stole a biscuit, bad dog! The dog is saying, Who are you to judge me? You human beings whove had genocide, war against people of different creeds, colors, religions, and I stole a biscuit?! Is that a crime? People of the world!",,dog,158,Eddie Izzard
9574,"Ask any guy if sex is important in a relationship and the one who says no is lying. I just haven't met that guy yet. When you meet him, let's get him in to the Smithsonian - he's that special and rare.",https://images.gr-assets.com/authors/1370376728p2/206062.jpg,humor,151,Steve Harvey
9575,The two most beautiful words in the English language are 'cheque enclosed.,https://images.gr-assets.com/authors/1188820565p2/24956.jpg,money,149,Dorothy Parker
9576,The secret to enjoying your job is to have a hobby that's even worse,https://images.gr-assets.com/authors/1374016829p2/13778.jpg,humor,149,Bill Watterson
9577,People are sheep. TV is the shepherd.,,entertainment,149,Jess C. Scott
9578,Books are to me as homemade tattoos are to an inmate. Can't get enough of them.,https://images.gr-assets.com/authors/1308905854p2/5098.jpg,humor,149,Laurie Notaro
9579,"I wish, when I was first born, the first thing I said was Quote so the last thing I said before I died would be Unquote.",https://images.gr-assets.com/authors/1347482080p2/181771.jpg,humor,149,Steven Wright
9580,"Holly's theory about the army, Sharon explained.",https://images.gr-assets.com/authors/1414058421p2/7116.jpg,humor,148,Cecelia Ahern
9581,I comma square bracket recruit's name square bracket comma do solemnly swear by square bracket recruit's deity of choice square bracket to uphold the Laws and Ordinances of the City of Ankh-Morpork comma serve the public trut comma and defend the ubjects of his troke her bracket delete whichever is inappropriate bracket Majety bracket name of reigning monarch bracket without fear comma favour comma or thought of peronal afety semi-colon to purue evildoers and protect the innocent comma comma laying down my life if necesary in the caue of said duty comma so help me bracket aforeaid deity bracket full stop Gods Save the King stroke Queen bracket delete whichever is inappropriate bracket full stop.,https://images.gr-assets.com/authors/1235562205p2/1654.jpg,oath,148,Terry Pratchett
9582,A man in love is incomplete until he has married. Then he's finished.,https://images.gr-assets.com/authors/1250697412p2/311501.jpg,humor,146,Zsa Zsa Gabor
9583,"When I grow up, I'd like to be dangerous.",https://images.gr-assets.com/authors/1279736605p2/109354.jpg,humor,141,Kirsten Miller
9584,"Bruce Wayne's parents get killed and he goes to Tibet or whatever, and Superman is an alien, and Spiderman had that radioactive spider. Me? I kissed a janitor in the school bathroom.",https://images.gr-assets.com/authors/1442494376p2/2261547.jpg,humor,139,Rachel Hawkins
9585,It's Sanjit. It's a Hindu name. It means 'invincible.',https://images.gr-assets.com/authors/1538930014p2/1599723.jpg,humor,139,Michael  Grant
9586,"Bite me, Harry Potter.",https://images.gr-assets.com/authors/1532640822p2/11654.jpg,humor,138,Meg Cabot
9587,"I ran three miles, staggered into the lobby, and took the elevator back to my apartment. No point to overdoing this exercise junk. --Stephanie Plum",https://images.gr-assets.com/authors/1478729372p2/2384.jpg,exercise,137,Janet Evanovich
9588,"Myrnin, who hadn't said much, suddenly reached out and wrapped his arms around her.",https://images.gr-assets.com/authors/1373144795p2/15292.jpg,funny,136,Rachel Caine
9589,"Id have been dead a long time ago if not for my friends, one of whom had just jumped off the cliff after me.",https://images.gr-assets.com/authors/1274779703p2/38066.jpg,humor,135,Karen Chance
9590,I like girls who eat Carrots. ~ Louis Tomlinson,https://images.gr-assets.com/authors/1346296424p2/4659154.jpg,cute,134,One Direction
9591,A dysfunctional family is any family with more than one person in it.,https://images.gr-assets.com/authors/1264001681p2/8865.jpg,humor,407,Mary Karr
9592,Gimme an S! A T! An O! A C! Followed by a K-H-O-L-M! What's it spell? HEAD FUCK.,https://images.gr-assets.com/authors/1437768069p2/20248.jpg,humor,241,J.R. Ward
9593,"If you're anorexic, you're doing it wrong.",https://images.gr-assets.com/authors/1272347364p2/14577.jpg,humor,201,Jen Lancaster
9594,Finding a life partner is like choosing a bed. You need one as a friend either in times of health or sickness. Freshness or weariness. Happiness or sadness. And we can be certain that we've picked the right one without having to sleep with it first.,https://images.gr-assets.com/authors/1182561766p2/600538.jpg,marriage,187,Isman H. Suryaman
9595,I could tell that my parents hated me. My bath toys were a toaster and a radio.,https://images.gr-assets.com/authors/1208829061p2/78470.jpg,humor,187,Rodney Dangerfield
9596,"If one has no sense of humor, one is in trouble.",https://images.gr-assets.com/authors/1304205519p2/424652.jpg,life,165,Betty White
9597,"There are those who scoff at the schoolboy, calling him frivolous and",https://images.gr-assets.com/authors/1322103868p2/1244.jpg,humor,162,Mark Twain
9598,You didn't have to come after me.,https://images.gr-assets.com/authors/1270502031p2/150038.jpg,humor,161,Cassandra Clare
9599,"Apparently, dancing for him and throwing herself at him weren't enough. Apparently, she had to nearly commit murder to arouse him enough to attack her.",https://images.gr-assets.com/authors/1581848751p2/48192.jpg,lords-of-the-underworld,159,Gena Showalter
9600,Are you suggesting coconuts migrate?,https://images.gr-assets.com/authors/1217439695p2/13820.jpg,silliness,158,Graham Chapman
9601,Heaven has no taste.,https://images.gr-assets.com/authors/1235562205p2/1654.jpg,humor,157,"Neil Gaiman, Terry Pratchett"
9602,There's nothing more contagious than the laughter of young children; it doesn't even have to matter what they're laughing about.,https://images.gr-assets.com/authors/1490557657p2/4860176.jpg,children,154,Criss Jami
9603,I'm happy to tell you there is very little in this world that I believe in.,https://images.gr-assets.com/authors/1214234683p2/22782.jpg,humor,154,George Carlin
9604,"Finnik? I say. Maybe some pants?He looks down at his legs as if noticing them for the first time. Then he whips of his hospital gown, leaving him in just is underwear. Why? Do you find this-he strikes a ridiculously proactive pose-distracting?I cant help laughing because its funny, and its extra funny because Boggs looks so uncomfortable, and Im happy because Finnik actually sounds like the guy I met at the Quarter Quell.Im only human, Odair. I get in before the elevator doors close. Sorry, I say to Boggs.Dont be. I thought you handled that well, He says. Better than my having to arrest him, anyway.",https://images.gr-assets.com/authors/1530308375p2/153394.jpg,humor,151,Suzanne Collins
9605,Welcome to Hell. Here's your accordion.,https://images.gr-assets.com/authors/1213672623p2/19928.jpg,humor,149,Gary Larson
9606,But what about the End of the Universe? We'll miss the big moment.,https://images.gr-assets.com/authors/1189120061p2/4.jpg,science,146,Douglas Adams
9607,You used nunchucks on a moose?,https://images.gr-assets.com/authors/1270374609p2/137902.jpg,malachi-wolfe,145,Richelle Mead
9608,Bishops move diagonally. That's why they often turn up where the kings don't expect them to be.,https://images.gr-assets.com/authors/1235562205p2/1654.jpg,humor,140,Terry Pratchett
9609,The secret to humor is surprise.,https://images.gr-assets.com/authors/1390143800p2/2192.jpg,surprise,140,Aristotle
9610,Regarding the fitness craze: America has lost its soul; now it's trying to save its body.,https://images.gr-assets.com/authors/1214234683p2/22782.jpg,fitness,139,George Carlin
9611,"People often ask me where I stand politically. It's not that I disagree with Bush's economic policy or his foreign policy, it's that I believe he was a child of Satan sent here to destroy the planet Earth. Little to the left.",https://images.gr-assets.com/authors/1219620756p2/144990.jpg,politics,138,Bill Hicks
9612,Every time I annoy him he retreats into his No Mundanes Allowed tree house. Simon pointed at Jace.,https://images.gr-assets.com/authors/1270502031p2/150038.jpg,humor,137,Cassandra Clare
9613,"Listen, Peaches,",https://images.gr-assets.com/authors/1235562205p2/1654.jpg,humor,137,Terry Pratchett
9614,"In our civilization, and under our republican form of government, intelligence is so highly honored that it is rewarded by exemption from the cares of office.",https://images.gr-assets.com/authors/1183231430p2/14403.jpg,intelligence,135,Ambrose Bierce
9615,"I have nightmares about hell, where all I do is add up numbers and try to have conversations with people like you.",https://images.gr-assets.com/authors/1400640324p2/10746.jpg,harry-dresden,134,Jim Butcher
9616,"Basically, all women are nurturers and healers, and all men are mental patients to varying degrees.",https://images.gr-assets.com/authors/1498066748p2/1238.jpg,men,134,Nelson DeMille
9617,"Rincewind could scream for mercy in nineteen languages, and just scream in another forty-four.",https://images.gr-assets.com/authors/1235562205p2/1654.jpg,humor,133,Terry Pratchett
9618,Hale. Kat sighed. The headmaster's car? Really? That's not to cliched for you?,https://images.gr-assets.com/authors/1421526957p2/56224.jpg,humor,133,Ally Carter
9619,"This is what it's all been about with you, he said in an even tone. All the fear, all",https://images.gr-assets.com/authors/1328377628p2/4428.jpg,lykae,130,Kresley Cole
9620,What's a philosopher?' said Brutha.,https://images.gr-assets.com/authors/1235562205p2/1654.jpg,humor,311,Terry Pratchett
9621,I WILL NOT TOLERATE MENTION OF YOUR ABNORMALITY UNDER THIS ROOF!,https://images.gr-assets.com/authors/1510435123p2/1077326.jpg,harry-potter,293,J.K. Rowling
9622,Are you guys busy? Juniper asked.,https://images.gr-assets.com/authors/1383677264p2/15872.jpg,humor,289,Rick Riordan
9623,Maybe he thinks he can rescue me? No one is that stupid.,https://images.gr-assets.com/authors/1435095735p2/17054.jpg,humor,256,Kim Harrison
9624,The Princess Andromeda?,https://images.gr-assets.com/authors/1383677264p2/15872.jpg,humor,247,Rick Riordan
9625,"Discipline allows magic. To be a writer is to be the very best of assassins. You do not sit down and write every day to force the Muse to show up. You get into the habit of writing every day so that when she shows up, you have the maximum chance of catching her, bashing her on the head, and squeezing every last drop out of that bitch.",https://images.gr-assets.com/authors/1320999953p2/3408349.jpg,funny-as-hell,223,Lili St. Crow
9626,"If a man says something in the woods and there are no women there, is he still wrong?",https://images.gr-assets.com/authors/1347482080p2/181771.jpg,humor,205,Steven Wright
9627,The purpose of this lectchoor is to let you know where we are. We are in the deep cack. It couldn't be worse if it was raining arseholes. Any questions?,https://images.gr-assets.com/authors/1235562205p2/1654.jpg,humor,200,Terry Pratchett
9628,Har. Bloody. Har.,https://images.gr-assets.com/authors/1407443106p2/3095893.jpg,humor,195,Stephanie Perkins
9629,Hearing nuns' confessions is like being stoned to death with popcorn.,https://images.gr-assets.com/authors/1291388965p2/2412.jpg,catholicism,193,Fulton J. Sheen
9630,"If all the girls attending [the Yale prom] were laid end to end, I wouldn't be at all surprised.",https://images.gr-assets.com/authors/1188820565p2/24956.jpg,harvard,174,Dorothy Parker
9631,We'll meet at the theater tonight. I'll hold your seat 'til you get there. Once you get there; you're on your own.,https://images.gr-assets.com/authors/1198590177p2/43244.jpg,humor,169,Groucho Marx
9632,First bubble baths. Now Disney parks. You're shattering every creep vampire myth I've ever heard.,https://images.gr-assets.com/authors/1310062695p2/669810.jpg,kira,161,Jeaniene Frost
9633,"If there are no stupid questions, then what kind of questions do stupid people ask? Do they get smart just in time to ask questions?",https://images.gr-assets.com/authors/1200403987p2/5282.jpg,humor,160,Scott Adams
9634,People who didn't need people needed people around to know that they were the kind of people who didn't need people.,https://images.gr-assets.com/authors/1235562205p2/1654.jpg,humor,160,Terry Pratchett
9635,"Of course, everyone's parents are embarrassing. It goes with the territory. The nature of parents is to embarrass merely by existing, just as it is the nature of children of a certain age to cringe with embarrassment, shame, and mortification should their parents so much as speak to them on the street.",https://images.gr-assets.com/authors/1234150163p2/1221698.jpg,parenting,154,Neil Gaiman
9636,"If you think your boss is stupid, remember: you wouldnt have a job if he was any smarter.",,crime,153,John Gottman (
9637,Tis an ill cook that cannot lick his own fingers.,https://images.gr-assets.com/authors/1424313573p2/947.jpg,humor,147,William Shakespeare
9638,Take a nap in a fireplace and you'll sleep like a log.,https://images.gr-assets.com/authors/1328758901p2/40648.jpg,humor,145,Ellen DeGeneres
9639,Why isnt the word phonetically spelled with an f?,https://images.gr-assets.com/authors/1347482080p2/181771.jpg,humor,142,Steven Wright
9640,"Hey, bro, do you think you can put Shorty back on her chain?",https://images.gr-assets.com/authors/1290394962p2/3228055.jpg,humor,138,Myra McEntire
9641,"If your opponent has you by fifty pounds, winning a fight against him is a dubious proposition, at best. If your opponent has you by eight thousand and fifty pounds, youve left the realm of combat and enrolled yourself in Road-kill 101. Or possibly in a Tom and Jerry cartoon.",https://images.gr-assets.com/authors/1400640324p2/10746.jpg,humor,136,Jim Butcher
9642,"Have you noticed that whatever sport you're trying to learn, some earnest person is always telling you to keep your knees bent?",https://images.gr-assets.com/authors/1196398665p2/6245.jpg,sports,135,Dave Barry
9643,"There were people who believed their opportunities to live a fulfilled life were hampered by the number of Asians in England, by the existance of a royal family, by the volume of traffic that passed by their house, by the malice of trade unions, by the power of callous employers, by the refusal of the health service to take their condition seriously, by communism, by capitalism, by atheism, by anything, in fact, but their own futile, weak-minded failure to get a fucking grip.",https://images.gr-assets.com/authors/1400162446p2/10917.jpg,humor,135,Stephen Fry
9644,"Hmmnow that I think about it, housecats are often coddled and petted. You dont pet me nearly enough. You must be a lax owner. How selfish of you to deprive your cat of attention.",https://images.gr-assets.com/authors/1425326963p2/3097905.jpg,love,134,Colleen Houck
9645,"I am human and I need to be loved,",https://images.gr-assets.com/authors/1382472295p2/2654668.jpg,lyrics,134,Morrissey
9646,You okay?,https://images.gr-assets.com/authors/1373144795p2/15292.jpg,eve-rosser,134,Rachel Caine
9647,"While browsing in a second-hand bookshop one day, George Bernard Shaw was amused to find a copy of one of his own works which he himself had inscribed for a friend: To ----, with esteem, George Bernard Shaw.",https://images.gr-assets.com/authors/1271683549p2/5217.jpg,humor,134,George Bernard Shaw
9648,"Is it really you this time, Kells?",https://images.gr-assets.com/authors/1425326963p2/3097905.jpg,humor,133,Colleen Houck
9649,"She can go with us to the lab and keep Myrnin pinned down while we pull the plug, if he's not... you know, better.",https://images.gr-assets.com/authors/1373144795p2/15292.jpg,funny,129,Rachel Caine
9650,Mirrors should think longer before they reflect.,https://images.gr-assets.com/authors/1513141723p2/23993.jpg,mirrors,268,Jean Cocteau
9651,Buttercup's mother whirled on him. 'Did you forget to pay your taxes?' (This was after taxes. But everything is after taxes. Taxes were here even before stew.),https://images.gr-assets.com/authors/1198704782p2/12521.jpg,humor,227,William Goldman
9652,"I bet, said Mulch, that you would set the world on fire just to watch it burn.",https://images.gr-assets.com/authors/1254336426p2/10896.jpg,fun,209,Eoin Colfer
9653,"I believe it was Shakespeare, or possibly Howard Cosell, who first observed that marriage is very much like a birthday candle, in that 'the flames of passion burn brightest when the wick of intimacy is first ignited by the disposable butane lighter of physical attraction, but sooner or later the heat of familiarity causes the wax of boredom to drip all over the vanilla frosting of novelty and the shredded coconut of romance.' I could not have phrased it better myself.",https://images.gr-assets.com/authors/1196398665p2/6245.jpg,marriage,205,Dave Barry
9654,"Marriage is not a process for prolonging the life of love, sir. It merely mummifies its corpse.",https://images.gr-assets.com/authors/1198684105p2/7963.jpg,humor,199,P.G. Wodehouse
9655,We seemed to be trapped in an episode of One Life To Waste. It's all very dull.,https://images.gr-assets.com/authors/1270502031p2/150038.jpg,magnus-bane,199,cassandra clare
9656,My parents are going to kill me!,https://images.gr-assets.com/authors/1207583754p2/8347.jpg,humor,192,Garth Nix
9657,Tayla cursed under her breath. I was just explaining to Eidolon that Sin is a Smurfette.,https://images.gr-assets.com/authors/1568915482p2/375143.jpg,humor,185,Larissa Ione
9658,"I am prone to envy. It is one of my three default emotions, the others being greed and rage. I have also experienced compassion and generosity, but only fleetingly and usually while drunk, so I have little memory.",https://images.gr-assets.com/authors/1459810857p2/3058.jpg,humor,182,Augusten Burroughs
9659,A cavalryman's horse should be smarter than he is. But the horse must never be alowed to know this.,https://images.gr-assets.com/authors/1298914893p2/867.jpg,horse,175,Steven Pressfield
9660,"Insanity does NOT run in my family. It strolls through, takes its time, and gets to know everyone personally. T-SHIRT",https://images.gr-assets.com/authors/1285278216p2/4175419.jpg,humor,159,Darynda Jones
9661,"Yeah you can have a word, said Harry savagely. Good-bye.",https://images.gr-assets.com/authors/1510435123p2/1077326.jpg,sarcasm,157,J.K. Rowling
9662,What doesn't kill us makes us funnier.,https://images.gr-assets.com/authors/1239296146p2/6104.jpg,paraphrased,150,Marian Keyes
9663,"The last time I wore an animal hide; but this time I settled for this. Eric had been wearing a long trench coat. Now he threw it off dramatically, and I could only stand and stare. Normally, Eric was a blue-jeans-and-T-shirt kind of guy. Tonight, he wore a pink tank top and Lycra leggings[...]They were pink and aqua, like the swirls down the side of Jason's truck.",https://images.gr-assets.com/authors/1399317093p2/17061.jpg,humor,150,Charlaine Harris
9664,It's the idea that people living close to nature tend to be noble. It's seeing all those sunsets that does it. You can't watch a sunset and then go off and set fire to your neighbor's tepee. Living close to nature is wonderful for your mental health.,https://images.gr-assets.com/authors/1486528921p2/10330.jpg,humanity,150,Daniel Quinn
9665,"I had a dream about you last night. The champagne was non-alcoholic. You didn't notice, and laughed at my jokes anyway.",https://images.gr-assets.com/authors/1372913296p2/7159985.jpg,dreams,145,Michael  Summers
9666,May the fleas of a thousand camels invade the crotch of the person that ruins your day. And may their arms be to short too scratch,https://images.gr-assets.com/authors/1522331224p2/5088373.jpg,anger,144,Keisha Keenleyside
9667,hermes has threatened me with slow mail. lousy Internet service and a horrible stock market if i publish this story. I hope he is just bluffing.,https://images.gr-assets.com/authors/1383677264p2/15872.jpg,heroes-of-olympus,139,Rick Riordan
9668,"Thats the problem with you nearly immortal types, I said. You couldnt spot a pop culture reference if it skittered up and implanted an embryo down your esophagus.",https://images.gr-assets.com/authors/1400640324p2/10746.jpg,harry-dresden,138,Jim Butcher
9669,Kalle Fucking Blomkvist,https://images.gr-assets.com/authors/1246466225p2/706255.jpg,humor,134,Stieg Larsson
9670,"It is impossible to enjoy idling thoroughly unless one has plenty of work to do. There is no fun in doing nothing when you have nothing to do. Wasting time is merely an occupation then, and a most exhausting one. Idleness, like kisses, to be sweet must be stolen.",https://images.gr-assets.com/authors/1335971515p2/3352.jpg,humor,131,Jerome K. Jerome
9671,I have detected disturbances in the wash.',https://images.gr-assets.com/authors/1189120061p2/4.jpg,humor,131,Douglas Adams
9672,"Atheism is not a philosophy; it is not even a view of the world; it is simply an admission of the obvious. In fact, 'atheism' is a term that should not even exist. No one needs to identify himself as a 'non-astrologer' or a 'non-alchemist.' We do not have words for people who doubt that Elvis is still alive or that aliens have traversed the galaxy only to molest ranchers and cattle. Atheism is nothing more than the noises reasonable people make in the presence of unjustified religious beliefs.",https://images.gr-assets.com/authors/1274184541p2/16593.jpg,atheism,129,Sam Harris
9673,God helps those who strut their stuff.,https://images.gr-assets.com/authors/1418132200p2/10519922.jpg,humor-inspirational,129,Dan Sofer
9674,Bursar?,https://images.gr-assets.com/authors/1235562205p2/1654.jpg,secret-society,129,Terry Pratchett
9675,-Oh yes? Can you identify yourself?,https://images.gr-assets.com/authors/1235562205p2/1654.jpg,funny-and-random,129,Terry Pratchett
9676,"I'm telling you, you really should stick to mating within your species, whatever that is.'",https://images.gr-assets.com/authors/1334693989p2/2414644.jpg,humor,128,Kristin Walker
9677,I wish we could make out in your bed.,https://images.gr-assets.com/authors/1454082708p2/4126827.jpg,humor,127,Michelle Hodkin
9678,What I'm expecting is for you to behave like the gentleman I always thought you were.,https://images.gr-assets.com/authors/1474563242p2/12950.jpg,men,127,Wendelin Van Draanen
9679,"It's okay to be a loser, it just depends on how good you are at being one.",,inspirational,125,Billie Joe Armstrong
9680,Progress just means bad things happen faster.,https://images.gr-assets.com/authors/1235562205p2/1654.jpg,humor,431,Terry Pratchett
9681,"How ghastly for her, people actually thinking, with their brains, and right next door. Oh, the travesty of it all.",https://images.gr-assets.com/authors/1476925456p2/2891665.jpg,brain,363,Gail Carriger
9682,Butch tightened his grip on his cell and wished there were an app that let you reach through a phone and bitch slap someone.,https://images.gr-assets.com/authors/1437768069p2/20248.jpg,butch,321,J. R. Ward
9683,"Wild! Ron said, twiddling the replay knob on the side. I can make that old bloke down there pick his nose again... and again... and again...",https://images.gr-assets.com/authors/1510435123p2/1077326.jpg,harry-potter,240,J. K. Rowling
9684,I stared at him (Dionysus). You're...you're married? But I thought you got in trouble for chasing a wood nymph-,https://images.gr-assets.com/authors/1383677264p2/15872.jpg,humor,220,Rick Riordan
9685,"Do you know, sire, I think that if we live to tell our grandchildren about this war, they will accuse us of making it up.'",https://images.gr-assets.com/authors/1209044273p2/8596.jpg,humor,212,Tamora Pierce
9686,Ow! My brains!,https://images.gr-assets.com/authors/1189120061p2/4.jpg,zaphod-beeblebrox,200,Douglas Adams
9687,Snoring keeps the monsters away.,https://images.gr-assets.com/authors/1430843076p2/12942.jpg,snoring,168,Judy Blume
9688,"No man's life, liberty, or property are safe while the legislature is in session.",,humor,161,Gideon J. Tucker
9689,"You want sensitive and understanding, stick with the therapist.You want great,",https://images.gr-assets.com/authors/1295982567p2/19005.jpg,seduction,160,Jennifer Crusie
9690,Unrequited love is so boring. Weeping under a blue-black sky is for suckers or maniacs.,https://images.gr-assets.com/authors/1477318484p2/3502.jpg,romance,157,Alice Hoffman
9691,"I didn't think about being king, he said, his voice hoarse.",https://images.gr-assets.com/authors/1489507023p2/22542.jpg,humor,157,Megan Whalen Turner
